Country,City,AccentCity,Region,Population,Latitude,Longitude
us,huron,Huron,KS,,39.6383333,-95.3513889
us,jefferson center,Jefferson Center,PA,,40.7755556,-79.8350000
us,johnson,Johnson,ID,,46.4269444,-115.9155556
us,jonesboro,Jonesboro,AR,58619,35.8422222,-90.7041667
us,kimball,Kimball,NE,,41.2358333,-103.6625000
us,kinder,Kinder,LA,,30.4852778,-92.8505556
us,la push,La Push,WA,,47.9088889,-124.6352778
us,lambert,Lambert,AR,,34.3080556,-93.2063889
us,moscow,Moscow,AR,,34.1463889,-91.7950000
us,mountain park,Mountain Park,AL,,33.5650000,-86.7713889
us,new baltimore,New Baltimore,VA,,38.7672222,-77.7286111
us,newburg,Newburg,WV,,39.3883333,-79.8530556
us,oakway,Oakway,SC,,34.6011111,-83.0258333
us,palisades on the severn,Palisades on the Severn,MD,,39.0427778,-76.5777778
us,park view,Park View,IA,,41.6941667,-90.5455556
us,peola,Peola,WA,,46.3091667,-117.4819444
us,quincy hollow,Quincy Hollow,PA,,40.1536111,-74.8625000
us,saint francisville,Saint Francisville,IL,,38.5911111,-87.6466667
us,scoville,Scoville,ID,,43.4805556,-112.9952778
us,thomaston,Thomaston,NY,,40.7861111,-73.7141667
us,travis bridge,Travis Bridge,AL,,31.4541667,-86.7888889
us,verona,Verona,CA,,38.7861111,-121.6175000
us,wallingford,Wallingford,PA,,39.8908333,-75.3633333
us,wardlaw,Wardlaw,TX,,31.5463889,-97.0644444
us,waterway estates,Waterway Estates,FL,,26.6408333,-81.9091667
us,whitney heights,Whitney Heights,SC,,34.9777778,-81.9250000
ve,cachito de venado,Cachito de Venado,18,,8.8822222,-69.0155556
ve,el guarico,El Guarico,02,,9.7416667,-63.9958333
ve,el paradero,El Paradero,16,,9.7666667,-63.3166667
ve,jebucabanoco,Jebucabanoco,09,,9.2311111,-60.8444444
ve,la florida,La Florida,20,,7.7861111,-72.0466667
ve,las trincheras,Las Trincheras,06,,6.95,-64.9
ve,oficina guamal,Oficina Guamal,15,,10.35,-66.9666667
ve,palmira,Palmira,15,,10.0461111,-66.2775
ve,rancho chico,Rancho Chico,02,,9.2955556,-64.6661111
vn,ap go dat,Ap Go Dat,21,,9.866667,105.2
vn,ap hung hoa tay,Ap Hung Hoa Tay,03,,10.083333,106.483333
vn,ban suk,Ban Suk,07,,12.8,108.466667
vn,dam ngoc bai,Dam Ngoc Bai,37,,10.433333,106
vn,loung than,Loung Than,17,,23.116667,105.5
vn,luong ma,Luong Ma,31,,11.666667,106.733333
vn,mao-sao-phing,Mao-Sao-Phing,22,,22.316667,103.25
vn,muong te,Muong Te,22,,22.466667,102.616667
vn,phu dien,Phu Dien,28,,13.216667,109.25
vn,ple brang tpe,Ple Brang Tpe,10,,13.75,108.4
vn,som quc,Som Quc,19,,21.716667,104.9
vn,tien loc sach,Tien Loc Sach,26,,19.416667,105.15
vn,van truong,Van Truong,15,,21.016667,105.833333
vn,xom gai,Xóm Gai,86,,21.246882,105.202138
ye,`uruq,`Uruq,16,,15.4933333,44.2561111
ye,al jinnat,Al Jinnat,16,,15.6844444,43.9427778
ye,al-buqairain,Al-Buqairain,04,,14.5525,49.1255556
zm,mwambula,Mwambula,06,,-14.1333333,31.2833333
zr,bengengai,Bengengai,09,,4.8333333,27.6833333
zr,bingo,Bingo,09,,0.5333333,29.3166667
zr,ileo,Ileo,00,,-0.45,20.4166667
zr,kimwanga,Kimwanga,10,,-3.7166667,26.6833333
zr,lieke,Lieke,09,,-1.2833333,23.85
zr,nkame,Nkame,08,,-4.7944444,15.0819444
zr,tshimpuki,Tshimpuki,03,,-5.9786111,22.5275
zw,mtoroshanga,Mtoroshanga,04,,-17.15,30.6666667
